Object,W1 Z Score SDSS vs DESI,W1 Z Score SDSS vs DESI Unc,W1 Z Score DESI vs SDSS,W1 Z Score DESI vs SDSS Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score SDSS vs DESI,W2 Z Score SDSS vs DESI Unc,W2 Z Score DESI vs SDSS,W2 Z Score DESI vs SDSS Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,Median UV NFD On-Off,Median UV NFD On-Off Unc,SDSS mjd,DESI mjd,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd
081445.86+320536.1,-2.1847140970133134,1.4703488697474998,2.026774416601653,1.3640528418603546,0.09552498827388373,0.06428990353161629,0.23634003753808092,0.16422116194711792,-4.9026922028006,1.4234753210083975,4.839508698937801,1.4051302659400502,0.14310444647851922,0.041549752556845176,0.6011154082703958,0.18983136872063003,3.4884223538383425,0.7081330651763029,0.4187277229042383,0.12550352443418603,1.5656688916384192,0.20626320009769794,55506,59220.32102505,55299.3923918,60396.969949465,55299.3923918,60396.93754193,22,22,0.4041845354217311,0.06985129188886224,0.0633274387349011,0.23806484496925007,0.029570036005912848,0.07890603248150044,0.042997460859076686,0.031606748647229205,1,12,206.60760819999996,3920.928633249998,206.60760819999996,3920.928633249998
120137.55+534903.0,-1.656930784931899,1.267518657731069,2.1274134176552093,1.62742838995307,0.05124458032443113,0.039201071197119755,0.18842763681361635,0.1459808535817269,-1.2342061595847047,1.3590651220719383,1.3410072744503898,1.476670814674536,0.0507041713708592,0.05583367925896651,0.21275597443511426,0.2388242159730816,1.5898894091555507,0.7194938070036454,0.2005918056243653,0.1399530418994231,0.03814658173272847,0.24185718250873278,57423,59307.34375237,55333.1377304,60430.317163075,55333.1377304,60272.2680769,23,20,0.2719589397340892,0.03332463772823486,0.03840799399322381,0.23832078749131821,0.051941065559909516,0.09773051034325539,0.024855330144987975,0.01448339679280572,2,14,2089.862269600002,3974.2060219699997,2089.862269600002,3974.2060219699997
160235.34+561800.6,1.0084820938172725,1.4923362619802498,-0.9104035894521817,1.347201202585399,0.051237823908349966,0.07582094225784422,0.0419383073808936,0.06213011597402047,1.0675537301606999,1.3367390958236989,-1.2034771787222802,1.5069358574462688,0.07131327436394153,0.08929502956177472,0.06856068955390432,0.08591686373107012,1.0474791480381085,0.7115013039266693,0.05524949846739896,0.053013816086772386,0.16423885288724466,0.14265237112797557,58199,59340.42647768,55211.445113,60483.82811981,55211.445113,60483.82811981,25,25,1.2217427719005434,0.08617228748307082,0.07587401413315109,1.0401481494417153,0.052034771107265065,0.09454049545354704,0.040909628366956774,0.03695495216320577,0,0,4128.981364679996,2987.5548869999984,4128.981364679996,2987.5548869999984
140716.83-012244.4,-2.0436771929622095,1.262171291407901,2.653731553693144,1.6389397472894867,0.10942292652316155,0.06757939901417911,0.21529153822447453,0.1356175307107556,-0.9190987960792836,,,,0.03001238099384984,,0.15049097480219498,,1.8721691809115455,,0.18289125651333477,,0.1823848213514997,0.33818003120868884,55363,59338.24905406,55217.5108719,60490.81438376,55217.5108719,60329.8266783,25,23,0.5082546551786504,0.06302779393906174,0.11808178596037505,0.19942977333556416,,0.06863176639405633,0.026021599617866875,0.02652999887039542,2,12,145.48912810000184,4120.738182159999,145.48912810000184,4120.738182159999
121449.54+572734.1,2.9613181835283755,2.143104135736493,-1.5622940915351793,1.1306312666531624,0.10737238234310267,0.07770532661546344,0.6273541000923067,,,,,,,,,,2.2618061375317775,1.2115302717786909,0.6273541000923067,,0.23364317919553088,0.736269318197911,57887,59309.26965071,55331.8153273,60428.617327835,,,18,7,0.17115116060818644,,0.07313565487147361,,,,0.028337480499755097,,13,4,3977.4543234099983,2555.184672700001,,
143740.56+341442.6,0.6024395942972562,1.4760639592682616,-0.554881091700782,1.3595387635408644,0.025133462055128675,0.06158060967836492,0.015138151431781727,0.037092614617258185,1.4215225560953202,1.58139967458812,-1.1603492813376486,1.2908525215078417,0.07831540282387461,0.08712345225186018,0.040211632197795624,0.044753585087726463,0.9347981308577518,0.715639383021028,0.027674891814788674,0.029063488423401656,0.07100220321720443,0.061268404525040655,58224,59315.49661804,55211.0198024,60483.18366332,55211.0198024,60483.18366332,25,25,1.660272865441307,0.04180585046348417,0.060737869185412574,1.9475808004671795,0.06380520217973773,0.06938612761598373,0.0420160159111409,0.030724826430800878,0,1,4104.476815640002,3012.9801976000017,4104.476815640002,3012.9801976000017
141440.34+532057.1,-0.5261343539929482,1.8651456401275235,0.33417864740994635,1.1846628955324372,0.021132056252678666,0.07491311351841788,0.09624120830030698,,3.8604054613781327,2.167525985340863,-2.0074260263693877,1.127122039209808,0.1474210135835547,0.08277339800819017,0.8058685841988443,,1.6820361222876037,0.8235125766851699,0.4510548962495757,,0.5175492254531713,0.6203835593269638,56808,59312.2588346,55360.790631,60457.883601815,55360.790631,60298.42510003,24,21,0.21957388758814306,,0.03920320347392359,0.18293431022641682,,0.08168896223412138,0.01982377396662177,0.036833079937223207,0,16,1447.2093689999965,3951.468203599994,3951.468203599994,1447.2093689999965
140750.73+513521.1,-3.1652743207431735,1.22663692311843,4.455755157521252,1.7267362139113678,0.13296154871963034,0.05152651191894655,0.5758791737309915,,-1.4865437014494438,1.1907140022352891,2.2998184249933344,1.8421429511747214,0.06286891917385184,0.050357686957143204,0.32203416641918553,,2.851847901176801,0.762296964003871,0.44895667007508855,,0.46642418079203984,0.12731418915458784,57835,59280.49703629,55361.55096395,60458.61955153,55361.55096395,60458.683475095,24,24,0.23088445421320308,,0.04150430388768242,0.19522437595027298,,0.04493628241731262,0.03502401922601661,0.018004088079021846,0,9,2473.4490360499985,3918.946072339997,2473.4490360499985,3918.946072339997
142854.61+342244.4,-1.924327407695711,1.3967959857686174,1.9732394802208155,1.4322993966151631,0.09691046463339353,0.07034361587199325,0.3902932998433956,0.29142558194540463,,,,,,,,,1.9487834439582632,1.0003150238054366,0.3902932998433956,0.29142558194540463,0.6755395676702108,0.3930713730987241,58223,59311.33460279,56669.23639017,60481.106024734996,,,20,15,0.24830163539132918,0.04347816208247007,0.08841322348312126,,,,0.028650031761434602,,11,13,1553.763609829999,2642.098212619996,,
023109.23+015402.2,-0.1433938098998158,1.1904651356847713,0.2220007727089265,1.8430654725591176,0.007744196918067103,0.06429284807536301,0.023205811917099264,0.1926811100528215,0.034665402566892864,1.3700726631145415,-0.037014502347844085,1.4629155887548566,0.0016155461715375297,0.0638508565233523,0.00576001913971422,0.22765379134768118,0.1092686218808698,0.7429383679626571,0.014482915528406743,0.14912432639090198,0.39879052720797686,0.2583925998747614,55484,59220.10123121,55217.2791279,60521.31040352,55217.2791279,60314.27945764,25,15,0.33371799037812466,0.044532492796752976,0.08581470393331869,0.28047583390802483,0.045185222233980506,0.04405407500939848,0.042664126738701236,0.02605138901884846,4,10,266.7208720999988,4002.822103309998,4002.822103309998,266.7208720999988
122444.60+335739.7,1.6715524337574477,2.3682572398733983,-0.7786342457170293,1.1031698153121134,0.09292513731411517,0.13165643192878537,0.5354927645729304,,,,,,,,,,1.2250933397372386,1.3062949509613564,0.5354927645729304,,0.2663651446178534,0.5490750236872183,58162,59349.15531293,55353.21162085,60450.67315846,,,13,3,0.17353201287084694,,0.11934375841450719,,,,0.041355895315380586,,10,0,3995.94369208,2808.788379149999,,
123144.58+535445.2,-1.4201904365614881,1.6608895812397801,1.0709487903051358,1.2524571649459455,0.0594608458626687,0.06953849064363499,0.3234678860451125,,,,,,,,,,1.2455696134333119,1.0400965281039167,0.3234678860451125,,0.1770073782532985,0.9283797274661245,58172,59307.32351875,55340.2825238,60435.03338042,,,15,4,0.18382302672969514,,0.09180218914304483,,,,0.034034128415477705,,11,1,2831.7174761999995,3967.0409949500026,,
113143.20+331538.9,-4.350973593846718,1.8502281178049012,2.794981295167027,1.1885507621490237,0.11827732012717634,0.05029679419507477,0.2527679497588685,0.1098920759364598,-1.7720943987350488,1.2772536283063127,2.230193431425495,1.60743279485926,0.08464233444866293,0.06100675497876506,0.2446201960789554,0.178342215361808,2.787060679793572,0.7521308905009313,0.24869407291891196,0.10474041022186967,0.4543566366867185,0.3449077690171188,55617,59260.39553709,55342.5935769,60437.56250367,55342.5935769,60437.56250367,23,23,0.4679284705201297,0.04231775015156519,0.09828571738714409,0.3460153160098978,0.03795291173221743,0.043710600239528385,0.03417326837425838,0.028444931833594422,5,3,274.4064231000011,3917.8019601900014,274.4064231000011,3917.8019601900014
023516.79-022753.8,2.4135553203885975,1.30022924918227,-2.9043248900034695,1.5646163728712812,0.0987246658483335,0.053184899913991474,0.4355577060815435,0.2670798255150123,0.6154956223635931,1.2759665665382487,-0.7766293411622143,1.6100083216030165,0.03656446010984438,0.07580074809390318,0.16686329687653292,,1.6775012934794686,0.7227913759014571,0.3012105014790382,,0.5627903924294289,0.29517077541515835,57011,59220.1268411,55217.013627,60519.46355944,55216.980519000004,60313.50409616,25,16,0.2266626544999083,0.06638695594306009,0.09434943125941422,0.2191282372713725,,0.11892254308265748,0.032421558203803214,0.037416161362504474,12,12,4003.146322099994,1794.0194809999957,4003.146322099994,1794.0194809999957
155043.59+431258.6,-0.5505243014573851,1.723925248079027,0.39204149813319455,1.2276483256731527,0.015700626584049082,0.04916532568544235,0.06596859210397471,0.20696518698297842,1.3247416385386914,1.7821636971081722,-0.8980303611565477,1.2081126326787506,0.06314128484018544,0.08494343527623519,0.2681749329071856,0.36351925865990287,0.7913344498214547,0.7547633010181355,0.16707176250558015,0.20915355605364722,0.02767208821550704,0.1590597321354845,57843,59338.37569319,56687.35086851,60497.27385069,56865.256002565,60335.71758843,22,19,0.2380015410864452,0.045789925628438144,0.03330081859469464,0.2354481239379611,0.03915327898052449,0.10351199668013598,0.015150524996868836,0.022791697636957042,2,17,1155.6491314899977,2651.0248246799965,2651.0248246799965,1155.6491314899977
082012.50+352053.8,2.7860238123653844,1.163766005384339,-4.680236502723319,1.9550084657761555,0.14480111500019066,0.06048570526606456,0.10284718192565995,0.043024944698818145,4.31020320801617,2.6580842450773305,-1.7501190735647467,1.079291094164657,0.14166809082817755,0.08736611757891632,0.12206092773743124,0.07611552865285737,3.381645649167405,0.9153786967840183,0.1124540548315456,0.04371704349690264,,,57749,59254.207774,55299.7238524,60397.260217,55299.7238524,60397.260217,23,23,1.4079249648751277,0.03212819737695641,0.07502981046772517,1.1606342295949432,0.10729572410859678,0.05506829272940372,0.12332887035454032,0.08935471789865779,4,2,3954.4839216000037,2449.2761476000014,3954.4839216000037,2449.2761476000014
142758.30+532230.6,0.8635841970636787,1.5442877796365713,-0.7338499663628874,1.3122930444932062,0.027620903667225694,0.04939254810457161,0.07724285897358686,0.13864670202366736,-0.3418962809071877,1.0603457471450204,0.969618715266946,3.0071432141861307,0.023375437020527412,0.07249580243050673,0.0899347646193659,0.27920964610683624,0.7272372899001749,0.9445296843890854,0.08358881179647638,0.15586928374534248,,,57834,59324.24757592,55363.602182849994,60460.73297911,55363.602182849994,60460.764558630006,24,24,0.35758520637707936,0.05546531664885462,0.06424812722303175,0.25991547450488256,0.03670213688255337,0.05448617429517133,0.016130956608599145,0.016508182525328957,0,4,3960.645393070008,2470.3978171500057,2470.3978171500057,3960.645393070008
161940.30+540827.7,3.8121849271430484,1.1685546822782957,-6.305483017433376,1.932829032396927,0.24649406859691614,0.0755581913043814,0.14349168673792867,0.045122717389425214,3.1747857840303775,2.152575542658294,-1.6655089702211177,1.1292522139319479,0.13746787746966382,0.09320628573770699,0.14625337238613925,0.10167424209988868,3.73949067470698,0.8295382805916729,0.14487252956203395,0.05561859206055272,,,58248,59312.44117222,55220.5433654,60493.86005036,55220.5433654,60493.636445205004,25,25,1.717828218488432,0.12055377364285769,0.04584297417647232,0.9399296250531584,0.14432841363516502,0.046095213708456706,0.09799224148710439,0.06409013178880762,2,0,4091.8978068200013,3027.4566345999992,4091.8978068200013,3027.4566345999992
161315.68+545443.3,1.2054901513523166,2.27032423948801,-0.5914403734310889,1.1138717429637515,0.028680157991862965,0.0540139277025435,0.03982313159383087,0.07505054434969084,-0.11759519495815854,1.3689917456286846,0.12577649182766773,1.4642348198621258,0.006424684411199422,0.07479336150027863,0.018722179571815725,0.21795881303091139,0.510075552892308,0.8067374270586768,0.029272655582823298,0.11525908682727438,0.06873364382938797,0.3523712941871162,56809,59319.41539240001,55216.9703316,60490.474073620004,55216.9703316,60328.88023724,25,24,0.7201884142206912,0.04994306225879935,0.04303872114968599,0.3431589995467787,0.022313899358307854,0.09027652511937784,0.017732284422423916,0.00918667094712014,1,1,4102.445060800012,1592.0296683999986,1592.0296683999986,4102.445060800012
160809.66+554011.5,2.1594264814522326,1.539798748997146,-1.8442629156425534,1.3150684937504553,0.07669859392798484,0.05469063197776831,0.15552609323410843,0.1118735743406445,1.396367765897384,1.3686720533727932,-1.4942636712267405,1.4646262805013541,0.07511887081682378,0.07362895483471314,0.22582205650901943,0.22384594240020325,1.7235802085547276,0.7123367647173279,0.19067407487156393,0.12512264240015356,1.5027461402603923,0.24338127390675246,57897,59312.44117217,55214.0588635,60486.288923685,55214.0588635,60486.768223455,25,25,0.4931557935589169,0.04671461853368941,0.04717986721348172,0.3326462967262168,0.04917080441486693,0.054460568502847834,0.11143746433426838,0.056075038428415325,0,1,4098.3823086699995,2682.941136499998,4098.3823086699995,2682.941136499998
121559.09+532335.4,-6.727447879170169,1.7369797831632636,4.736818669515361,1.2230133050801701,0.3367824934418602,0.08695487396388173,0.21260324770598443,0.05552943713639513,-4.606647873864551,1.3419994709883032,5.147293151793963,1.4994991750768054,0.16745191761709188,0.04878175866947578,0.176843957002867,0.052908905139437884,5.3045518935860105,0.7315360836840998,0.1947236023544257,0.038349936870022666,1.8208064790139615,0.28541525846839066,57429,59306.36305781,55336.5115435,60433.01214412,55336.5115435,60433.01214412,23,23,1.5840891288152241,0.06247837591108363,0.06598980009647559,0.9468908095874441,0.06453435874028601,0.04342623900648879,0.13898205296449584,0.09196406378345379,0,0,2092.488456500003,3969.851514310001,2092.488456500003,3969.851514310001
161433.85+544050.2,36.51903546395711,2.236263751395466,-18.257519633829048,1.1180095210296344,1.3772009882076328,0.08433367993397234,0.6698710197617919,0.04570409658473992,13.150855442715244,1.3143071656688237,-15.419360518603016,1.5410234039837212,0.8295164070856531,0.08290254292746072,0.6201588806761169,0.11354093431845058,20.836692764776103,0.804401070372867,0.6450149502189544,0.061197238929820076,1.7207309907666597,0.2788539219943733,56809,59321.46172224,55217.7312304,60490.601793395,55217.7312304,60490.601793395,25,25,2.0559196436014946,0.0618587055634654,0.05805021660323462,1.3375869199539447,0.20518534070686278,0.06669046997766004,0.628721718444107,0.36256499709446777,2,0,4103.730491839997,1591.2687695999994,4103.730491839997,1591.2687695999994
165451.35+353931.9,-0.656369833299813,1.1231472600528556,1.283648675884024,2.196515470465069,0.0307171465668023,0.05256164627448275,0.14534529738130622,,0.5048438222426985,1.5173253113494294,-0.4423902134832794,1.3296188619869076,0.017207537229064818,0.05171783952442985,0.09581276034977579,,0.7218131362274538,0.7967238542293693,0.120579028865541,,0.053127559734561375,0.2220148004461549,58281,59311.41551942,55250.6520399,60363.6208113,55250.6520399,60363.29928267,23,23,0.21133911533592573,,0.0440865376125435,0.17959546480287877,,0.0416711263206439,0.02377047442275254,0.019248022523277952,2,15,3030.3479601,4060.7634795199992,4060.7634795199992,3030.3479601
121532.90+560919.0,0.1259540692721715,1.343032941697743,-0.14049313124315255,1.4980611935140313,0.0056919516604233,0.06069258918487869,0.026319732473241028,,,,,,,,,,0.13322360025766203,1.0059727657841908,0.026319732473241028,,0.050496852722232616,0.34087959004455903,57887,59309.26965076,55333.2044554,60430.47837294,,,23,10,0.21626175973521927,,0.04327791963261926,,,,0.023918734151037346,,9,7,3976.0651953599954,2553.795544599998,,
115118.98+520927.3,1.1322410249889026,1.4100569050239575,-1.1389461045997933,1.4184071975812904,0.04942427755767781,0.06155142086174388,0.18542183905803158,0.23161002940749625,,,,,,,,,1.1355935647943478,1.0000174315425896,0.18542183905803158,0.23161002940749625,1.2319695414792098,0.37200614051362724,57423,59307.38051704,55332.574960950005,60429.739493835004,,,23,19,0.2665504657313288,0.025710367043637612,0.05768640126309979,,,,0.021068343107715104,,2,15,3974.8055560899957,2090.4250390499947,,
074217.52+392612.0,-19.039856785956168,1.461541823759341,17.86300570234378,1.3712041128000498,1.5119042329484813,0.11605713713156066,0.21288044010420407,0.017117996298192353,-9.679269877908384,1.562852000090795,8.059047742838104,1.3012447263680844,0.9261865725207645,0.14954563263340964,0.14736802128313137,0.023951825889193232,13.66029502726161,0.7137948512022775,0.18012423069366773,0.014720018348249046,0.07206171876361349,0.05073202552695172,55480,59254.19610289,55291.61993575,60388.03069131001,55291.61993575,60386.422283859996,22,22,7.102128463321527,0.17008672349385057,0.10612497873417048,6.284854505451526,0.11684686803317579,0.061461935787681554,0.20168359914407485,0.11367696041763953,0,1,188.38006424999912,3962.576167139996,188.38006424999912,3962.576167139996
