Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,W1 Gap,W2 Gap,SDSS Redshift,DESI Redshift
125754.22+330310.1,6.7937635209915745,1.496443124846569,-6.102599053865918,1.344202277520539,0.17899422387086605,0.03942655273048285,0.3233399758192604,0.0721424450762016,6.621718657541861,1.3941599666856226,-6.816444233195531,1.4351581751729248,0.17172851895921637,0.036156327179268845,0.3039115360222627,0.06588242661758559,6.583631366398722,0.7092946667846562,0.31362575592076153,0.04884932578499501,2901.169124580003,2353.6626849299937,1.0823384523391724,1.081694099775296
121513.24+553411.1,3.1254603980588436,1.3099038712533908,-3.6940566085972657,1.5482068034635927,0.1988782215653051,0.08335135281131086,1.0032466352284422,,2.6986838361556984,,,,0.19349814271333568,,1.0384401004876602,,3.172733614270603,,1.0208433678580513,,2550.8373464199976,1464.5433790399984,1.711,1.7065550849404414
123551.98+584034.3,5.812812063719242,,,,0.16468335915661295,,0.7441665367968432,,2.687027267839013,,,,0.21801752269809557,,0.9589501207735827,,4.249919665779128,,0.8515583287852129,,4365.931087560006,3811.405690370004,1.467,1.467147034412719
133539.90+313638.0,8.54050372161745,1.3581198371171295,-9.293651035903757,1.4778861109979877,0.3883475905063052,0.061755440142044295,0.18240677363667454,0.029110627470419426,15.34117455154071,2.6802863081098263,-6.169161847980739,1.077826210640154,0.39846138221192273,0.06961595955153738,0.22145777365613767,0.038874949968121866,9.836122789260664,0.8794274018799011,0.2019322736464061,0.024283175074243876,3632.3728098650026,5094.703821809999,0.804183,0.8036013974414317
100618.17+020521.7,5.91734206059507,,,,0.2272131959499774,,1.0333655005298903,,1.2164798704819482,,,,0.11551289183260421,,0.46039979805220377,,3.566910965538509,,0.746882649291047,,1633.1993081600012,3112.5856944100015,0.614064,0.6138479618196775
115500.45+274821.9,6.026548655305094,1.2740176484214027,-7.634533133713322,1.613946971331027,0.19563550149961867,0.04135751585592534,0.40389442123498426,0.08785705016993059,6.344801742723926,1.425590886902649,-6.244722153280904,1.4031043606942384,0.20163972685628379,0.04530571146269546,0.4637465798210878,0.11078144810815256,6.562651421255811,0.7171539678904761,0.433820500528036,0.07069545690760651,2756.1709586399957,1618.913298655003,1.703241,1.7080172636785362
125329.68+242104.0,6.67267652512298,1.4754006779767805,-6.15102398774506,1.3600576811421625,0.1613476352707781,0.03567570068355276,0.17393345443042094,0.03882158232258382,4.696562996769254,1.3521226006302203,-5.160635959743636,1.4857274393198614,0.13521551361662631,0.038928031422687255,0.1600778542789378,0.04655307911713365,5.670224867345232,0.7098497027404429,0.16700565435467937,0.030308020511554602,1619.126486919995,523.7414861100042,0.993,0.9894942086761904
165251.01+330518.0,4.277635979743917,,,,0.1869407210333528,,0.881300759240684,,2.28842935520482,,,,0.2717577697228122,,1.303427030505107,,3.2830326674743686,,1.0923638948728955,,1462.0038342799962,2543.517884009998,1.9651460647583008,1.968810329922203
160932.30+554344.2,2.9348830737443423,1.702594811392608,-2.129844344900606,1.2355728795952516,0.10465085657330192,0.06071042727510613,0.44746948185776797,0.270382496570276,4.360216200890905,1.4034507303698145,-4.427873034778075,1.4252278690617115,0.304442623048685,0.09799289805539385,1.3360110492548318,0.511748676817278,3.4632041635784816,0.7257073215102837,0.8917402655562999,0.28939307294569533,1825.635282504998,1458.0841160900018,1.6849571466445925,1.68847296069107
142632.85+331037.9,11.348037829043196,2.1087591587708876,-6.112355789651168,1.1358339166005347,0.2344168226076465,0.04356071323437984,0.40495720986037775,0.07678004634597269,,,-6.119097820935348,,0.161218734233544,,0.3554023666628536,,7.859830479876571,,0.3801797882616157,,3811.9341312349934,4730.089039949999,0.821,0.8219678214851763
022707.54-043203.2,1.4421885793782734,,,,0.14439385045376565,,0.647693217977795,,,,,,,,,,1.4421885793782734,,0.5015477923203243,,2744.081344860002,,1.5253965854644775,1.5194067867410683
143520.47+353303.1,3.5439823477867876,,,,0.15029727317024044,,0.734127759732343,,2.360230081007817,,,,0.18604370955970168,,0.8624216932428365,,2.9521062143973023,,0.7982747264875898,,4380.273374785007,3079.9996029350077,0.50683236,0.5067464020723851
125824.23+253458.2,7.1075887188876585,1.5804933579249976,-5.8072736214267175,1.2913461582164243,0.1479507980040201,0.03289937878983692,0.1973047848857701,0.0443097218801618,5.107766719833174,1.5227206802001252,-4.447967745311559,1.3260222798253107,0.16400497882960663,0.04889294805691172,0.2559539527762603,0.07772391848845661,5.617649201364777,0.7177459295986812,0.2266293688310152,0.044733541549651354,366.8324319500025,2031.3244728199934,1.0994,1.0990670992920242
161931.63+542826.4,4.059069852685835,1.1864295760123462,-6.357719637537056,1.8583042144439468,0.17103885287432694,0.04999311691151422,0.6694453669143948,0.19940762688661087,1.6414789795947204,1.047118763073096,-5.285266194560263,3.37153351883093,0.11848799044663766,0.0755848838381915,0.4458399711505924,0.28742137269127427,4.335883666094468,1.0405709269686152,0.5576426690324936,0.17491029639524242,892.9118450999958,650.3162210450027,1.123824954032898,1.1247027969072334
101658.66-000708.4,17.079321248127673,1.4572693980580873,-16.112322732242372,1.3747615908276496,0.417411186515392,0.03561503057872867,0.6486110529861832,0.06399258779548007,7.61259070648394,1.3284198438160157,-8.705368094402894,1.5191127659704315,0.3103383409315811,0.05415496856271477,0.8764764747977541,0.17425883394057193,12.377400695314218,0.7108976019490277,0.7625437638919687,0.09281863026770279,2551.386447365003,2711.1094524999935,0.33758,0.3369659231115549
140337.00+055146.3,4.44025975272926,1.7858456474335311,-3.0009670410085625,1.2069708140345814,0.31579896093919624,0.1270124342411827,0.9037139803219587,0.4066165352761518,,,,,,,,,3.7206133968689112,1.0777317874114816,0.8900952275598564,0.22119174259356397,1621.061627480005,,2.374,2.3729658258101223
132925.21+325100.4,1.6384464444332962,,,,0.19032123326215647,,0.7985597603179488,,2.3089060176806986,,,,0.16188735762825002,,0.7333606074297643,,1.9736762310569973,,0.7659601838738566,,3107.793059800002,2743.7441115949987,1.769073486328125,1.7677740833992144
155921.70+435700.6,11.49849981274768,1.4490829966090912,-10.964179196820089,1.381745958570444,0.19998898567024892,0.025203343337238893,0.25259605754878783,0.032319505641236174,15.046680505639648,1.5033537183303642,-13.404263281382674,1.339255461561298,0.2754023053752843,0.027516174060285694,0.3651508883040786,0.038593336451901314,12.728405699147523,0.7098741534079666,0.3088734729264332,0.025169406346711633,3083.4503625949947,1464.348597049997,0.656554639339447,0.656689874224145
100054.79+014602.3,7.084382045264929,1.3986570922896007,-7.244662247397211,1.4303009308112347,0.18134178052567268,0.03580198891591134,0.49902025297361335,0.10319268369778029,3.5389886831448947,,,,0.21750361299235477,,0.8932459578701173,,5.9560109919356785,,0.6961331054218654,,1617.634293819996,4017.7519910900082,0.3499620999999999,0.349427043435541
121751.29+521941.4,3.949834834344404,1.7496782086607716,-2.7510631277213844,1.2186522746142106,0.08911645349484748,0.03947636376014347,0.24287242527369074,0.1081442637092914,4.402766722994147,1.2834829765142408,-5.472216788278201,1.595246247063052,0.11151370829736806,0.032508182979613436,0.31090873347686543,0.09294010201570355,4.143970368334534,0.7390291917464832,0.27689057937527806,0.07129699211031651,1459.3120484899991,572.9870161500003,1.3495533466339111,1.351899381465188
110432.50+322507.9,5.6102688841652455,1.1872233700689392,-8.767122568796067,1.8552645188381576,0.18174693116865398,0.03846058158295242,0.6012948681885751,0.13627376336574357,3.903584718419789,1.1964424179995508,-5.942730866478979,1.8214374223416192,0.22542456209268658,0.06909226457261165,0.8486054035925941,0.2836243762188887,6.05592675946502,0.7746214603111286,0.7249501358905845,0.15733191456870438,1098.159639929996,2190.769661145001,1.3110493421554563,1.3105692452054092
